title	instrument	total.spots	total.bases	submitter	SRA	SRP	tax	tax.name	strategy	is.single	is.paired	SRR	tax.search
GSM2446191: Axenic replicate 2, 13:11 day:night cycle -> extended darkness, Time 72; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	7132655	285306200	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146552	1219
GSM2446190: Axenic replicate 1, 13:11 day:night cycle -> extended darkness, Time 72; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	2435611	97424440	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146551	1219
GSM2446189: Axenic replicate 3, 13:11 day:night cycle -> extended darkness, Time 48; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	3869588	154783520	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146550	1219
GSM2446188: Axenic replicate 2, 13:11 day:night cycle -> extended darkness, Time 48; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	4415391	176615640	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146549	1219
GSM2446187: Axenic replicate 1, 13:11 day:night cycle -> extended darkness, Time 48; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	14151773	566070920	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146548	1219
GSM2446186: Axenic replicate 3, 13:11 day:night cycle -> extended darkness, Time 40; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	4315001	172600040	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146547	1219
GSM2446185: Axenic replicate 2, 13:11 day:night cycle -> extended darkness, Time 40; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	6366581	254663240	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146546	1219
GSM2446184: Axenic replicate 1, 13:11 day:night cycle -> extended darkness, Time 40; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	5616159	224646360	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146545	1219
GSM2446183: Axenic replicate 3, 13:11 day:night cycle -> extended darkness, Time 36; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	3503423	143640343	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146544	1219
GSM2446182: Axenic replicate 2, 13:11 day:night cycle -> extended darkness, Time 36; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	3893695	159641495	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146543	1219
GSM2446181: Axenic replicate 1, 13:11 day:night cycle -> extended darkness, Time 36; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	4002050	164084050	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146542	1219
GSM2446180: Axenic replicate 3, 13:11 day:night cycle -> extended darkness, Time 32; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	5369273	220140193	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146541	1219
GSM2446179: Axenic replicate 2, 13:11 day:night cycle -> extended darkness, Time 32; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	4942918	202659638	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146540	1219
GSM2446178: Axenic replicate 1, 13:11 day:night cycle -> extended darkness, Time 32; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	3122457	128020737	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146539	1219
GSM2446177: Axenic replicate 3, 13:11 day:night cycle -> extended darkness, Time 28; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	4439128	182004248	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146538	1219
GSM2446176: Axenic replicate 2, 13:11 day:night cycle -> extended darkness, Time 28; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	5507863	225822383	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146537	1219
GSM2446175: Axenic replicate 1, 13:11 day:night cycle -> extended darkness, Time 28; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	4505122	184710002	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146536	1219
GSM2446174: Axenic replicate 3, 13:11 day:night cycle, Time 48; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	3728277	149131080	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146535	1219
GSM2446173: Axenic replicate 2, 13:11 day:night cycle, Time 48; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	3236793	129471720	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146534	1219
GSM2446172: Axenic replicate 1, 13:11 day:night cycle, Time 48; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	4571904	182876160	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146533	1219
GSM2446171: Axenic replicate 3, 13:11 day:night cycle, Time 40; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	5121807	204872280	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146531	1219
GSM2446170: Axenic replicate 2, 13:11 day:night cycle, Time 40; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	4982387	199295480	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146530	1219
GSM2446169: Axenic replicate 1, 13:11 day:night cycle, Time 40; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	5158043	206321720	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146529	1219
GSM2446168: Axenic replicate 3, 13:11 day:night cycle, Time 36; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	4363230	178892430	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146528	1219
GSM2446167: Axenic replicate 2, 13:11 day:night cycle, Time 36; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	4726556	193788796	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146527	1219
GSM2446166: Axenic replicate 1, 13:11 day:night cycle, Time 36; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	5017169	205703929	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146526	1219
GSM2446165: Axenic replicate 3, 13:11 day:night cycle, Time 32; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	3363661	137910101	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146525	1219
GSM2446164: Axenic replicate 1, 13:11 day:night cycle, Time 32; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	3431950	140709950	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146524	1219
GSM2446163: Axenic replicate 3, 13:11 day:night cycle, Time 28; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	3360143	137765863	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146523	1219
GSM2446162: Axenic replicate 2, 13:11 day:night cycle, Time 28; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	5646162	231492642	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146522	1219
GSM2446161: Axenic replicate 1, 13:11 day:night cycle, Time 28; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	3011230	123460430	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146521	1219
GSM2446160: Axenic replicate 3, 13:11 day:night cycle, Time 24; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	4387487	175499480	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146520	1219
GSM2446159: Axenic replicate 2, 13:11 day:night cycle, Time 24; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	4466965	178678600	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146519	1219
GSM2446158: Axenic replicate 1, 13:11 day:night cycle, Time 24; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	5189886	207595440	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146518	1219
GSM2446157: Axenic replicate 3, 13:11 day:night cycle, Time 20; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	4036245	165486045	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146517	1219
GSM2446156: Axenic replicate 2, 13:11 day:night cycle, Time 20; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	4225771	173256611	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146516	1219
GSM2446155: Axenic replicate 1, 13:11 day:night cycle, Time 20; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	3586973	147065893	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146515	1219
GSM2446154: Axenic replicate 3, 13:11 day:night cycle, Time 16; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	3182915	130499515	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146513	1219
GSM2446153: Axenic replicate 2, 13:11 day:night cycle, Time 16; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	4278903	175435023	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146512	1219
GSM2446152: Axenic replicate 1, 13:11 day:night cycle, Time 16; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	3367881	138083121	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146511	1219
GSM2446151: Axenic replicate 3, 13:11 day:night cycle, Time 12; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	3992690	163700290	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146510	1219
GSM2446150: Axenic replicate 2, 13:11 day:night cycle, Time 12; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	3599841	147593481	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146509	1219
GSM2446149: Axenic replicate 1, 13:11 day:night cycle, Time 12; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	2870326	117683366	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146508	1219
GSM2446148: Axenic replicate 3, 13:11 day:night cycle, Time 8; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	2545675	104372675	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146507	1219
GSM2446147: Axenic replicate 2, 13:11 day:night cycle, Time 8; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	3751811	153824251	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146506	1219
GSM2446146: Axenic replicate 1, 13:11 day:night cycle, Time 8; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	3575387	146590867	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146505	1219
GSM2446145: Axenic replicate 3, 13:11 day:night cycle, Time 0; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	4567970	182718800	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146504	1219
GSM2446144: Axenic replicate 2, 13:11 day:night cycle, Time 0; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	4490611	179624440	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146503	1219
GSM2446143: Axenic replicate 1, 13:11 day:night cycle, Time 0; Prochlorococcus marinus str. NATL2A; RNA-Seq	Illumina HiSeq 2000	6363035	254521400	GEO	SRA520554	SRP096122	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR5146502	1219
Structural changes in the transcriptional response to N deprivation promote nitrogen cost minimization in Prochlorococcus	NextSeq 500	70639854	4379670948	Desert Research Institute	SRA439844	SRP078366	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	RNA-Seq	TRUE	FALSE	SRR3883184;SRR3883185;SRR3883186;SRR3883187	1219
MED4-PSSP7_duplex_RNA	Illumina HiSeq 2000	14763636	980226844	University of Freiburg	SRA274632	SRP059921	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	RNA-Seq	TRUE	FALSE	SRR2079408;SRR3138052	1219
MED4+PSSP7_TEX_RNA_2009	Illumina HiSeq 2000	25906318	2590631800	University of Freiburg	SRA274632	SRP059921	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	RNA-Seq	TRUE	FALSE	SRR2079428	1219
Uninfected+P59hB	Illumina HiSeq 2000	4826711	193068440	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593793	1219
Uninfected+P59hA	Illumina HiSeq 2000	4613315	184532600	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593792	1219
Uninfected+P50h	Illumina HiSeq 2000	4196629	167865160	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593791	1219
Uninfected+P50hA	Illumina HiSeq 2000	4057184	162287360	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593790	1219
Uninfected-P59hB	Illumina HiSeq 2000	5043576	201743040	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593789	1219
Uninfected-P59hA	Illumina HiSeq 2000	5490799	219631960	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593788	1219
Uninfected59h	Illumina HiSeq 2000	3855535	154221400	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593787	1219
Uninfected59hA	Illumina HiSeq 2000	4938904	197556160	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593786	1219
Uninfected-P46hB	Illumina HiSeq 2000	4772948	190917920	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593785	1219
Uninfected-P46hA	Illumina HiSeq 2000	5051390	202055600	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593784	1219
Uninfected46h	Illumina HiSeq 2000	4776590	191063600	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593783	1219
Uninfected46hA	Illumina HiSeq 2000	5715869	228634760	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593782	1219
Uninfected-P24hB	Illumina HiSeq 2000	4773349	190933960	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593777	1219
Uninfected-P24hA	Illumina HiSeq 2000	4652494	186099760	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593776	1219
Uninfected24hB	Illumina HiSeq 2000	4186337	167453480	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593775	1219
Uninfected24hA	Illumina HiSeq 2000	5367658	214706320	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593774	1219
Uninfected-P4hB	Illumina HiSeq 2000	5152328	206093120	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593769	1219
Uninfected-P4hA	Illumina HiSeq 2000	3703178	148127120	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593768	1219
Uninfected4hB	Illumina HiSeq 2000	5263448	210537920	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593767	1219
Uninfected4hA	Illumina HiSeq 2000	6290126	251605040	Hong Kong University of Science and Technology	SRA188240	SRP048525	59920	Prochlorococcus marinus str. NATL2A	RNA-Seq	TRUE	FALSE	SRR1593766	1219
MIT9313 Solexa sequencing under standard growth conditions	Illumina Genome Analyzer II	14494973	1101617948	University of Freiburg	SRA115526	SRP033602	74547	Prochlorococcus marinus str. MIT 9313	RNA-Seq	TRUE	FALSE	SRR1045146	1219
MED4 standard growth conditions	Illumina Genome Analyzer II	17305477	1315216252	University of Freiburg	SRA115526	SRP033602	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	RNA-Seq	TRUE	FALSE	SRR1045147	1219
Prokaryotic RNA Sequencing	Illumina Genome Analyzer II	36722179	1321998444	BI	SRA050651	SRP011374	59919	NA	RNA-Seq	TRUE	FALSE	SRR441715	1219
Prokaryotic RNA Sequencing	Illumina Genome Analyzer II	34614227	1246112172	BI	SRA050651	SRP011374	59919	NA	RNA-Seq	TRUE	FALSE	SRR441714	1219
